lockitver|DO NOT DELETE THIS LINE! 2896
dlga_member_intel_liaison:close_window|L'heure est venue de vous sortir de là. Nous allons quitter le bourg séparément, puis nous retrouver ensuite.
dlga_member_intel_liaison:close_window.1|Vous faites du bon travail. Restez ici encore un peu.
dlga_member_fief_grant_1:member_fief_grant_2|À quel fief pensiez-vous ?
dlga_member_fief_grant_2:member_fief_grant_3|{s11}
dlga_member_fief_grant_2:do_member_trade|Peu importe… Je n'ai aucun fief à offrir.
dlga_member_fief_grant_3:close_window|{s5}
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Malheureusement, je ne peux intégrer plus d'hommes au sein de mon groupe pour l'instant.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Désolé. Je ne peux pas me le permettre pour l'instant.
dlga_start:companion_recruit_meet_again|Nous nous rencontrons de nouveau.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Alors... Que vous est-il arrivé depuis notre dernière rencontre ? 
dlga_companion_recruit_meet_again:close_window|Passez une bonne journée.
dlga_start:companion_recruit_secondchance|Oui ?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|Toutes mes excuses pour tout à l'heure si ma grossièreté vous a offensé. Vous pourriez me rappeler votre histoire ?
dlga_companion_recruit_secondchance:close_window|N'y prêtez pas attention.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Je dois pouvoir vous trouver une utilité au sein de cette compagnie .
dlga_companion_recruit_backstory_delayed_response:close_window|Je vous ferai savoir si j'entends parler de quoi que se soit.
dlga_companion_recruit_signup_confirm:close_window|Bien ! Laissez-moi quelques instants pour me préparer et je serai prête y aller.
dlga_start:companion_rehire|Ma proposition tient toujours, je suis toujours disposé à rejoindre votre groupe, si vous voulez de moi.
dlga_start:companion_rehire.1|Que c'est bon de vous voir en vie, {s5} ! {s6} et moi-même ne savions pas si vous aviez été fait prisonnier, si vous aviez péri ou si vous aviez réussi à vous échapper. Depuis, je fais le tour des environs à votre recherche. Dois-je rassembler mes affaires et réintégrer votre compagnie ?
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|C'est bon de vous voir, {s21 } ! Pour vous dire la vérité, j'avais espéré vous rencontrer. 
dlga_companion_was_dismissed:companion_rehire|{s5}. Voudriez-vous que je réintègre la compagnie ?
dlga_companion_rehire:companion_recruit_signup_confirm|Content que tu sois de retour, mon ami !
dlga_companion_rehire:companion_rehire_refused|Pardon, mais je ne peux engager personne d'autre pour le moment.
dlga_companion_rehire_refused:close_window|Bien... Revenez me voir si vous changez d'avis, hein ?
dlga_minister_issues:minister_pretalk|Voici une question qui requiert votre attention. La querelle entre {s11} et {s12} s'est intensifiée à un point inconvenant. Si vous intervenez, vous risquez d'offenser l'un des seigneurs. D'un autre côté, si vous ne faites rien, vous risquez d'offenser l'un des seigneurs. Tels sont les fardeaux de la royauté, {monsieur/madame}.
dlga_minister_issues:minister_talk|{s1} ne possède pas de seigneur. Vous pouvez en rester là, car les seigneurs gravitent parfois autour des suzerains qui ont des terres à offrir. Mais pour le moment, personne ne collecte de rentes.
dlga_minister_issues:minister_talk.1|À ce stade, aucune question urgente ne requiert votre attention. Mais je dois quand même vous informer, monsieur, que la politique n'est pas mon fort et qu'il me tarde de retrouver ma vie privée. Si vous souhaitez émettre des directives de base, je vous suggère de nommer quelqu'un de confiance à ma place. Cela étant, voulez-vous que je fasse quelque chose ?
dlga_minister_issues:center_captured_lord_advice|[Should not appear - there to prevent error related to center captured lord advice]
dlga_minister_issues:minister_talk.2|Si vous me permettez un conseil, {messire/madame}, il semble que votre légitimité à régner en tant que monarque indépendant ne soit pas suffisamment reconnu, ce qui risque de nous créer des problèmes. Je vous conseillerais donc de trouver un autre royaume avec lequel vous avez des intérêts communs et de chercher sa reconnaissance pour vous mettre sur un même pied d'égalité que les autres rois de Calradia.
dlga_minister_issues:minister_talk.3|À ce stade, aucune question urgente ne requiert votre attention. Voulez-vous que je fasse quelque chose ?
dlga_minister_pretalk:minister_talk|Voulez-vous que je fasse quelque chose ?
dlga_minister_talk:combined_political_quests|Avez-vous une idée pour renforcer l'unité de notre royaume ?
dlga_minister_talk:minister_diplomatic_kingdoms|J'aimerais dépêcher un émissaire.
dlga_minister_talk:minister_indict|J'aimerais poursuivre un vassal déloyal pour trahison.
dlga_minister_talk:minister_replace|J'aimerais que vous vous retiriez en tant que ministre.
dlga_minister_talk:minister_replace.1|J'aimerais que vous rejoigniez mon groupe.
dlga_minister_talk:minister_grant_fief|J'aimerais que vous confiiez un fief à un de mes vassaux.
dlga_minister_talk:close_window|C'est tout pour le moment.
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|Vers qui souhaitez-vous dépêcher cet émissaire ?
dlga_minister_diplomatic_kingdoms:minister_pretalk|Malheureusement, personne n'est libre pour le moment.
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s10} de {s11}{s14}
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|Que souhaitez-vous lui dire ?
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary|Que nos royaumes devraient conclure une trêve.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.1|Que je souhaite me placer sous sa protection en tant que vassal.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.2|Que je souhaite lui exprimer ma bonne volonté en tant que monarque.
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|Que je lui déclare la guerre.
dlga_minister_diplomatic_initiative_type_select:close_window|Peu importe.
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|Eh bien… Je souhaite déclarer la guerre à {s12}.
dlga_minister_declare_war_confirm:minister_pretalk|Hmm. Peut-être pas.
dlga_minister_declare_war_confirm_yes:minister_pretalk|Comme vous le souhaitiez. Nous sommes maintenant en guerre contre {s12}. Puissions-nous remporter la victoire.
dlga_minister_diplomatic_emissary:minister_emissary_select|Qui sera votre émissaire ? Vous devriez choisir une personne de confiance et convaincante… Une personne capable de négocier sans offenser.
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_select:minister_pretalk|En fait, je ne vois personne.
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm|Très bien… J'enverrai {s11} à {s12} pour {s14}.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|Oui, faites ainsi.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|En fait, tenez-vous à distance de cela.
dlga_minister_replace:minister_replace_select|Très bien. Qui allez-vous choisir pour me remplacer ?
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|Mon épouse, {s4}.
dlga_minister_replace_select:minister_pretalk|En fait, tenez-vous à distance de cela.
dlga_minister_replace_confirm:close_window|Très bien. {s9} est votre nouveau ministre. Je vais me préparer à vous rejoindre.
dlga_minister_replace_confirm:close_window.1|Très bien. {s9} est votre nouveau ministre. Vous servir a été pour moi un honneur.
dlga_minister_grant_fief:minister_grant_fief_select|Quel fief vouliez-vous confier ?
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}
dlga_minister_grant_fief_select:minister_pretalk|Peu importe.
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|Et à qui allez-vous confier ce fief ?
dlga_minister_grant_fief_select_recipient_choice:minister_grant_fief_complete|{s1}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|Peu importe.
dlga_minister_grant_fief_complete:minister_pretalk|Très bien… {s2} se verra confier {s1}.
dlga_minister_indict:minister_indict_select|Mauvaise nouvelle, {monsieur/madame}. Selon vous, qui envisage de vous trahir ?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Peu importe.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Réfléchissez-y bien, {monsieur/madame}. Si vous accusez {s4} de trahison à tort, d'autres pourront hésiter à vous servir. Cela étant, si vous pensez vraiment {reg4?qu'elle:qu'il} est sur le point de vous trahir, il serait peut-être bon que vous agissiez immédiatement pour sécuriser le contrôle de ses forteresses.
dlga_minister_indict_confirm_answer:minister_indict_conclude|J'y ai longuement réfléchi. Lancez l'inculpation !
dlga_minister_indict_confirm_answer:minister_pretalk|Je devrais peut-être attendre encore un peu.
dlga_minister_indict_conclude:minister_pretalk|C'est parti, {monsieur/madame}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12} Je souhaite disposer de {s1}. (fiefs : {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, vous devriez être à la tête de {s1}. (fiefs: {s0})
dlga_center_captured_lord_advice_2:minister_issues|Comme vous voudrez, {monsieur/madame}. {reg6?Je:{reg7?Vous :{s11}}} {régnerai/régnerez} désormais sur {s1}.
dlga_center_captured_lord_advice_2:close_window|Hmmm... Très bien, {playername}. J'apprécie fortement votre conseil. {reg6?Je serai:{reg7?Vous serez:{s11}}} {reg3?la nouvelle dame:le nouveau seigneur} de {s1}.
dlga_event_triggered:companion_quitting|Excusez-moi {s5}… J'aimerais vous dire quelque chose.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Pour vous dire la vérité, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Très bien. Partez dans ce cas.
dlga_companion_quitting_response:companion_quitting_persuasion|Peut-être, puis-je vous persuader de changer d'avis. 
dlga_companion_quitting_persuasion:close_window|Hmm... Vu sous cet angle, je suppose que je peux rester plus longtemps, pour voir si les choses s'améliorent.
dlga_companion_quitting_persuasion:companion_quitting_response|Cela m'attriste, mais je ne vois pas où vous voulez en venir. Je pars, que cela vous plaise ou non.
dlga_companion_quitting_response:companion_quitting_no|Nous pendons les déserteurs dans cette compagnie.
dlga_companion_quitting_no:companion_quitting_no_confirm|Oh... D'accord... Vous êtes sérieux ?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Absolument. Soit vous quittez cette compagnie sur mon ordre, soit vous la quittez sur votre bouclier.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Non, ça n'est pas ce que je veux dire. Vous êtes libre de partir. 
dlga_companion_quitting_yes:close_window|Alors je vous salue. Peut-être vous verrai-je dans les parages, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hmm... Je pense que je vais rester, alors.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Merci, j'apprécie votre soutien.
dlga_companion_objection_response:close_window.1|Avec un peu de chance ça n'arrivera plus.
dlga_companion_objection_response:close_window.2|Je prends en compte votre objection. À présent, regagnez le rang. 
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} est un membre important de cette compagnie. Je ne veux plus que vous vous querelliez avec {reg11?elle:lui}.
dlga_companion_personalityclash2_response:close_window.1|Dites à {s11} que vous avez mon soutien pour cela et à {reg11?elle qu'elle:lui qu'il} devrait tenir sa langue.
dlga_companion_personalityclash2_response:close_window.2|Je n'ai pas le temps de m'occuper de vos querelles mesquines. Cessez de m'importuner de nouveau à ce sujet. 
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} est un membre compétent de cette compagnie. Je ne veux plus que vous vous querelliez avec {reg11?elle:lui}.
dlga_companion_personalityclash_response:close_window.1|Dites à {s11} que vous avez mon soutien pour cela et à {reg11?elle qu'elle:lui qu'il} devrait tenir sa langue.
dlga_companion_personalityclash_response:close_window.2|Je n'ai pas le temps de m'occuper de vos querelles mesquines. Cessez de m'importuner de nouveau à ce sujet. 
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Très bien.
