str_no_string|NO STRING! 
str_retirement_text_6|你 在 你 的 冒 險 生 涯 中 精 明 地 存 下 錢 來， 而 現 在 你 的 銀 子 和 你 的 聰 明 才 智 讓 你 進 行 了 一 些 極 好 的 投 資 來 鞏 固 你 的 未 來。 收 購 了 {s9}城 的 幾 個 鋪 子 和 倉 庫 之 後， 你 的 機 智 讓 你 成 為 城 裡 最 為 卓 越 的 商 人 之 一， 並 且 你 很 快 成 為 一 個 富 有 的 {人/人}， 你 的 貿 易 帝 國 就 像 你 的 戰 爭 事 跡 一 樣 聞 名。 
str_retirement_text_7|作 為 一 個 有 封 地 的 貴 族， 不 管 封 地 有 多 小， 你 的 未 來 也 差 不 多 可 以 確 定 了。 你 遷 入 了 你 的 領 地 {s7}， 主 宰 著 村 莊 和 農 田， 支 配 著 地 方 法 院 並 且 向 你 的 君 主 履 行 著 你 的 義 務。 有 時 候 你 的 君 主 召 集 你 並 且 在 他 的 戰 役 中 聽 命， 但 是 這 些 日 常 工 作 還 是 簡 單 的， 而 你 再 也 沒 有 真 正 回 到 你 年 輕 時 候 的 冒 險 經 歷。 你 已 經 置 下 大 筆 財 富。 因 為 擁 有 自 己 的 領 主 大 廳 和 領 地， 除 了 你 健 康 的 體 魄 和 自 己 的 領 地 所 能 給 予 給 你 的 以 外， 你 也 沒 有 別 的 奢 求 了。 
str_retirement_text_8|毫 無 疑 問， 你 為 你 自 己 做 的 非 常 好。 你 廣 闊 的 領 地 和 積 累 的 財 富 足 夠 保 證 你 在 余 下 的 日 子 裡 過 著 富 足 而 省 心 的 生 活。 退 休 在 你 的 封 地 {s8}， 你 改 變 你 的 冒 險 生 涯 而 轉 向 政 治， 很 快 你 就 在 你 君 主 的 王 國 裡 面 建 立 了 自 己 相 當 可 觀 的 權 威。 隨 著 自 己 的 興 趣 愛 好 忙 碌， 在 自 己 的 林 地 裡 打 獵， 在 領 主 大 廳 裡 大 擺 宴 席， 以 及 吹 噓 著 上 百 個 耐 聽 的 戰 爭 事 跡， 你 無 憂 無 慮 地 讓 剩 余 的 每 一 年 都 過 的 有 滋 有 味。 
str_retirement_text_9|作 為 你 得 力 和 忠 心 服 務 的 回 報， 你 的 君 主 宣 布 你 被 授 予 一 個 世 襲 的 頭 銜， 加 入 了 士 族 最 顯 赫 的 貴 族 圈。 很 快 你 完 成 了 作 為 {s7}男 爵 的 授 勳 儀 式， 並 且 你 成 為 了 你 君 主 的 近 臣 和 副 手 之 一。 你 蘊 藏 的 聲 望 給 予 了 你 很 多 無 形 的 影 響 力 進 而 成 為 你 公 開 的 政 治 能 力。 現 在 你 在 權 力 游 戲 之 中 消 磨 時 光， 管 理 著 你 巨 大 的 封 地， 並 且 敘 述 著 當 年 的 冒 險 與 光 榮。 
str_retirement_text_10|盡 管 你 出 身 卑 微， 你 的 君 主 卻 對 你 尊 重 有 加， 當 他 賜 予 你 {s9}城 的 {伯 爵/女 伯 爵} 世 襲 頭 銜 的 時 候 在 當 地 士 族 中 引 起 了 軒 然 大 波。 巨 大 的 封 地 和 財 富 現 在 供 你 支 配。 你 很 快 成 為 了 你 的 君 主 最 信 任 的 謀 臣， 幾 乎 和 他 平 起 平 坐 並 且 處 理 他 領 土 的 大 部 分 事 務， 而 且 作 為 卡 拉 迪 亞 大 陸 最 有 權 勢 的 角 色 你 在 你 那 光 彩 奪 目 的 宮 殿 裡 安 放 了 一 個 與 之 相 配 的 王 座。 
str_loot_village|攻 擊 無 辜 的 村 民 
str_steal_from_villagers|偷 竊 貧 窮 村 民 的 東 西 
str_rob_caravan|搶 奪 商 隊 
str_sell_slavery|買 賣 人 口 
str_men_hungry|部 隊 缺 少 食 物 
str_men_unpaid|不 夠 支 付 薪 水 給 部 隊 
str_excessive_casualties|讓 每 場 戰 斗 在 我 方 來 說 只 是 用 敵 人 鮮 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|繳 過 路 費 
str_fail_quest|一 個 以 榮 譽 擔 保 的 任 務 失 敗 了 
str_squander_money|托 管 的 錢 被 浪 費 了 
str_murder_merchant|我 們 將 自 己 陷 於 冷 血 的 謀 殺 
str_round_up_serfs|代 表 貴 族 圍 捕 奴 隸 
str_battle_fate_1|戰 斗 最 激 烈 的 時 刻 我 們 分 散 了 
str_battle_fate_2|我 受 了 重 傷， 躺 著 等 死 
str_battle_fate_3|我 被 擊 昏 了 
str_battle_fate_4|我 被 俘 虜 並 懸 出 贖 金 
str_battle_fate_5|我 被 俘 虜， 不 久 找 了 個 機 會 逃 跑 了 
str_npc_morale_report|我 {s6}你 選 擇 的 同 伴， {s7}你 的 領 導 風 格， {s8}現 在 總 體 的 情 況 
str_happy|喜 歡 
str_content|滿 足 於 
str_concerned|關 心 
str_not_happy|一 點 都 不 喜 歡 
str_miserable|特 別 害 怕 
str_morale_reg1|士 氣： {reg1}
str_bar_enthusiastic|熱 情 
str_bar_content|滿 足 
str_bar_weary|厭 倦 
str_bar_disgruntled|不 滿 
str_bar_miserable|害 怕 
str_here_plus_space|這 裡 
str_npc1_intro|你 好， 朋 友。 幫 我 去 市 場 跟 蹤 一 個 人， 有 沒 有 可 能？ 
str_npc2_intro|你 好， 朋 友。 願 意 和 我 一 起 喝 酒 嗎？ 我 只 剩 最 後 5 個 第 納 爾 了。 我 不 願 意 自 己 喝。 
str_npc3_intro|祝 你 有 好 的 一 天！ 
str_npc4_intro|你 好， 朋 友。 我 叫 羅 爾 夫。 也 是 羅 爾 夫 的 兒 子， 屬 於 古 老 而 強 盛 的 羅 爾 夫 家 族。 
str_npc5_intro|你 好， 朋 友。 願 意 跟 我 喝 杯 酒 嗎？ 
str_npc6_intro|我 真 失 敗…… 真 迷 茫…… 
str_npc7_intro|嗯， 怎 麼 了？ 順 便 說 下， 離 我 遠 點。 
str_npc8_intro|你 想 要 什 麼？ 
str_npc9_intro|嘿， 那 邊 的 {帥 哥/小 姐}。 能 否 賞 臉 買 杯 酒 給 我。 
str_npc10_intro|嘿， 你 好， {老 兄/大 姐}！ 為 那 些 出 身 高 貴 的 領 主 和 夫 人 們， 為 他 們 的 衰 敗 和 墮 落 干 杯！ 
str_npc11_intro|嘿， {老 兄/大 姐}。 我 們 喝 一 杯。 
str_npc12_intro|你 好， 年 輕 人， 或 許 你 能 幫 到 我。 
str_npc13_intro|你 好， 朋 友。 我 是 尼 扎。 你 肯 定 聽 說 過 我。 
str_npc14_intro|嗯？ 你 想 干 嘛？ 
str_npc15_intro|你 好， 朋 友。 你 在 將 來 一 段 時 間 會 去 城 裡 一 趟 麼？ 
str_npc16_intro|你 好。 從 你 的 樣 子 來 看， 我 覺 得 你 會 在 不 久 之 後 參 加 某 種 戰 鬥。 你 是 碰 巧 出 來 尋 找 什 麼 幫 助 的 嗎？ 
str_npc1_intro_response_1|也 許 吧。 有 什 麼 要 緊 事？ 
str_npc2_intro_response_1|你 的 最 後 5 個 第 納 爾？ 你 怎 麼 啦？ 
str_npc3_intro_response_1|你 好， 像 你 這 樣 明 顯 受 過 良 好 教 育 的 女 士， 怎 麼 會 在 這 樣 的 地 方 做 事？ 
str_npc4_intro_response_1|嗯， 不 過 我 從 來 沒 聽 說 過 什 麼 羅 爾 夫 家 族。 
str_npc5_intro_response_1|這 是 當 然。 跟 誰 一 起 喝 酒 更 有 感 覺？ 
str_npc6_intro_response_1|我 的 朋 友， 什 麼 事 情 讓 你 沮 喪 至 此？ 
str_npc7_intro_response_1|我 很 抱 歉， 我 只 是 想 說 你 只 是 運 氣 差 了 點。 
str_npc8_intro_response_1|僅 僅 是 為 消 磨 點 時 間， 女 士， 如 果 你 沒 有 其 他 事 情 要 忙 的 話。 
str_npc9_intro_response_1|也 許 吧。 有 什 麼 要 緊 事？ 
str_npc10_intro_response_1|為 什 麼 你 那 樣 說， 先 生？ 
str_npc11_intro_response_1|這 是 因 為 什 麼？ 
str_npc12_intro_response_1|怎 麼 了？ 
str_npc13_intro_response_1|嗯…… 我 不 這 麼 想。 
str_npc14_intro_response_1|如 果 你 同 意 的 話， 我 想 跟 年 輕 人 一 起 消 磨 點 時 間。 
str_npc15_intro_response_1|是 的。 你 所 關 心 的 是 什 麼， 我 可 以 問 問 嗎？ 
str_npc16_intro_response_1|我 也 許 會。 那 你 的 故 事 呢？ 
str_npc1_intro_response_2|請 退 後， 先 生， 讓 你 的 手 離 我 錢 包 遠 一 點。 
str_npc2_intro_response_2|我 有 更 重 要 的 事 情 要 做。 
str_npc3_intro_response_2|走 開， 小 姑 娘。 我 還 有 些 事 情。 
str_npc4_intro_response_2|呃…… 不， 謝 謝， 我 們 什 麼 都 不 要。 
str_npc5_intro_response_2|我 沒 時 間 干 那 個。 
str_npc6_intro_response_2|毫 無 疑 問。 好 運 將 接 連 而 至。 
str_npc7_intro_response_2|好 吧， 我 再 也 不 會 麻 煩 你 了。 
str_npc8_intro_response_2|沒 事， 我 只 是 沒 心 情 開 玩 笑。 祝 你 好 運！ 
str_npc9_intro_response_2|你 自 己 喝 去 吧。 
str_npc10_intro_response_2|這 是 叛 國 者 的 言 辭， 我 不 想 再 聽 到 這 些。 去 吧！ 
str_npc11_intro_response_2|我 想 不 會， 夫 人。 
str_npc12_intro_response_2|對 不 起， 我 還 有 些 要 緊 事 得 先 處 理。 
str_npc13_intro_response_2|不， 我 不 大 想 跟 你 這 樣 的 人 交 朋 友。 
str_npc14_intro_response_2|沒 事。 我 道 歉。 
str_npc15_intro_response_2|如 果 你 少 管 閒 事， 我 會 感 激 不 盡 的， 先 生。 
str_npc16_intro_response_2|少 管 閒 事， 小 姐。 
str_npc1_backstory_a|好 吧， {先 生/夫 人}， 這 是 個 很 長 的 故 事。 
str_npc2_backstory_a|這 是 一 個 悲 慘 的 故 事， 先 生。 
str_npc3_backstory_a|問 得 好， 我 會 告 訴 你 的！ 
str_npc4_backstory_a|這 樣 啊？ 或 許 我 該 原 諒 你 的 無 知…… 我 們 祖 先 的 土 地 很 遠 很 遠， 在 群 山 的 那 一 邊。 
str_npc5_backstory_a|我 是 貝 斯 圖 爾， 阿 扎 貝 的 兒 子， 貝 達 贊 的 孫 子。 既 然 你 不 是 野 蠻 人， 你 將 有 很 可 能 知 道 我 的 家 系。 高 地 上 的 庫 吉 特 民 族， 沙 米 爾 部 落， 都 蘭 氏 族， 烏 貝 恩 家 族， 潘 塔 斯 的 山 谷。 你 也 許 猜 到 為 什 麼 我 的 家 是 那 麼 地 遠。 
str_npc6_backstory_a|我 犯 了 個 可 怕 的 錯 誤。 如 果 你 不 介 意 做 我 的 懺 悔 牧 師， {先 生/夫 人}， 我 會 把 一 切 都 告 訴 你。 
str_npc7_backstory_a|我 幸 運？ 你 可 以 那 樣 說。 
str_npc8_backstory_a|啊。 好 的， 如 果 你 一 定 要 知 道， 我 會 告 訴 你 的。 
str_npc9_backstory_a|致 上 我 最 卑 微 的 歉 意。 有 時 要 在 這 昏 暗 又 充 滿 煙 塵 的 地 方 認 出 一 個 人 還 真 不 容 易。 我 到 現 在 都 不 能 相 信 自 己 竟 然 在 這 樣 一 個 地 方 安 家 落 戶。 
str_npc10_backstory_a|這 是 個 很 長 的 故 事， 但 是 你 能 喝 一 杯 的 話， 我 將 很 願 意 談 談 它。 
str_npc11_backstory_a|我 終 於 賣 掉 了 我 那 些 壇 壇 罐 罐 和 馬 車， 小 兄 弟， 將 來 的 很 長 一 段 時 間， 我 都 有 錢 可 花 了。 
str_npc12_backstory_a|我 會 講 給 你 聽 的—— 這 是 一 個 關 於 邪 惡 的 故 事。 我 事 先 警 告 你， 免 得 因 為 你 暴 躁 的 脾 氣， 被 故 事 裡 的 內 容 激 怒 而 做 出 什 麼 可 怕 的 事 情。 
str_npc13_backstory_a|沒 聽 過？ 那 你 也 許 聽 說 過 我 的 戰 馬， 像 一 束 月 光 那 樣 穿 過 卡 拉 迪 亞 大 平 原。 或 者 我 的 長 劍， 擅 長 品 味 那 些 出 身 高 貴 的 王 子 們 的 鮮 血！ 
str_npc14_backstory_a|好 吧， 我 並 不 介 意。 我 的 名 字 是 雷 薩 裡 特。 
str_npc15_backstory_a|我 是 個 工 程 師， 專 攻 防 御 建 築。 不 管 你 想 拆 什 麼 牆， 給 點 時 間 我 都 你 能 幫 你 辦 到。 你 要 把 它 重 建 起 來， 我 也 可 以 辦， 當 然 越 結 實 的 耗 費 越 多。 這 些 錢 是 不 能 省 的， 除 非 你 想 看 著 你 的 建 築 在 你 腳 下 垮 掉—— 就 像 剛 才 這 些 人 看 到 的 那 樣。 
str_npc16_backstory_a|好 吧 {先 生/夫 人}， 從 有 記 憶 以 來， 我 一 直 偏 好 特 別 漂 亮 的 東 西， 不 過 這 也 會 招 致 不 幸…… 
str_npc1_backstory_b|我 只 是 被 {s19}誤 解 了， 在 {s20}我 看 到 一 匹 馬 拴 在 酒 館 外 面。 它 簡 直 跟 我 前 幾 天 丟 了 的 那 匹 馬 一 模 一 樣。 不 知 不 覺 地 我 就 去 解 了 馬 韁 仔 細 看 個 究 竟。 不 過 他 真 是 別 人 的， 那 個 臉 皺 得 像 個 核 桃 的 老 頭 子 完 全 不 接 受 我 的 解 釋， 立 刻 把 衛 兵 找 過 來 了…… 
str_npc2_backstory_b|前 一 陣 子， 我 帶 著 一 隊 貨 物 離 開 格 羅 尼 亞。 我 本 想 在 薩 哥 斯 賣 個 好 價 錢。 誰 會 想 到 我 們 被 一 伙 庫 吉 特 雜 種 搶 了。 更 遭 的 是， 兩 天 後， 我 的 商 隊 護 衛 卷 著 剩 下 的 貨 物 逃 跑 了。 
str_npc3_backstory_b|我 的 父 親， {s20}{s19}的 一 名 有 名 的 商 人， 認 為 我 應 該 嫁 給 他 的 一 個 生 意 合 伙 人， 一 個 快 三 十 歲 的 男 人。 我 一 直 都 是 一 個 孝 順 女 兒， 但 這 是 一 個 荒 唐 令 人 討 厭 的 主 張。 所 以 我 逃 走 了！ 
str_npc4_backstory_b|就 像 我 家 裡 的 所 有 男 性， 我 來 到 了 家 鄉 以 外 的 大 陸 用 我 自 己 的 能 力 來 揚 名 立 萬， 然 後 再 回 家 接 管 家 族 的 財 產。 不 幸 的 是， 這 片 大 陸 並 不 尚 武， 把 我 當 作 強 盜 和 土 匪， 還 懸 賞 我 的 腦 袋—— 這 對 一 個 冒 險 的 人 士 是 非 常 不 公 平 的 誹 謗， 你 也 一 定 會 贊 同。 
str_npc5_backstory_b|在 每 個 人 都 還 記 得 的 歲 月 裡， 我 們 的 人 就 和 定 居 在 另 一 個 山 谷 的 胡 穆 羊 部 落 有 沖 突。 雙 方 都 有 很 多 人 死 於 這 場 沖 突， 包 括 我 的 兩 個 兄 弟。 可 汗 親 自 命 令 我 們 終 止 沖 突， 為 卡 拉 迪 亞 的 戰 事 節 約 人 力。 但 是 我 知 道 自 己 的 要 求， 我 要 為 我 的 兄 弟 們 報 仇 雪 恨。 我 埋 伏 並 殺 死 了 一 個 路 過 山 上 的 胡 穆 羊 人， 我 那 天 晚 上 騎 馬 離 開 了 我 的 村 子， 甚 至 都 沒 來 得 及 告 別 我 的 父 親。 我 將 待 在 卡 拉 迪 亞， 過 上 一 兩 年， 等 到 可 汗 的 人 忘 記 了 這 事 再 回 家。 當 然， 胡 穆 羊 是 不 會 忘 記 的， 但 這 就 是 我 榮 譽 的 代 價。 
str_npc6_backstory_b|我 是 {s20}{s19}的 領 主 的 騎 兵 軍 官， 我 的 兄 弟 也 和 我 一 起 服 役。 但 是 我 們 都 愛 上 了 同 一 個 女 人， 一 個 交 際 花—— 一 個 蕩 婦， 她 玩 弄 著 我 們 之 間 的 嫉 妒！ 我 的 兄 弟 和 我 反 目。 我 有 次 喝 多 了。 他 用 他 的 手 套 扇 我， 而 我 向 他 拔 出 了 我 的 劍…… 我 的 親 兄 弟！ 我 的 劍 沾 上 了 我 親 人 的 血！ 
str_npc7_backstory_b|我 真 不 幸 養 我 的 是 個 軟 弱 的 父 親， 他 把 我 嫁 給 了 一 個 會 打 我 的 酒 鬼、 懶 人。 我 真 不 幸， 當 我 逃 離 了 我 的 丈 夫， 卻 加 入 了 一 群 強 盜。  不 幸 的 是 他 們 當 中 唯 一 一 個 對 我 好 的， 教 了 我 打 獵 和 格 鬥， 卻 被 其 他 人 嫉 妒， 殺 死 了 他 又 把 我 趕 走 了。 
str_npc8_backstory_b|我 來 自 於 北 方 大 陸 的 一 個 傳 統 家 庭， 一 個 鄉 紳 的 女 兒 並 且 也 是 一 個 鄉 紳 的 妻 子。 我 曾 和 我 的 丈 夫 一 同 在 戰 場 上 出 生 入 死， 平 時 也 是 他 事 業 上 的 伙 伴。 但 是 我 的 丈 夫 死 於 一 場 瘟 疫， 而 那 時 我 還 沒 有 孩 子。 在 缺 少 繼 承 人 的 情 況 下， 我 的 丈 夫 宣 布 我 將 繼 承 他 的 領 地。 我 的 姐 夫， 該 詛 咒 的， 說 按 照 習 俗 女 人 不 應 繼 承 鄉 紳 的 身 份。 那 是 胡 說， 但 是 他 用 錢 買 通 了 足 夠 多 的 我 丈 夫 的 那 些 背 信 棄 義 的 僕 人 來 讓 他 取 代 我 的 地 位。 於 是 我 逃 走 了， 我 有 所 為， 有 所 不 為。 
str_npc9_backstory_b|我 是 我 父 親 的 長 子， 也 是 他 的 繼 承 者。 可 是 我 的 母 親 去 世， 而 我 的 父 親 再 婚 了。 他 的 新 妻 子 認 為 她 的 兒 子 應 該 有 繼 承 權。 她 不 能 以 公 開 行 動 反 對 我， 但 是 有 一 天 我 喂 了 一 罐 板 油 給 我 的 獵 犬， 它 就 死 了。 我 控 告 我 的 繼 母， 可 是 我 那 個 被 她 迷 倒 了 的 父 親， 不 肯 相 信 我， 還 命 令 我 離 開 他 的 視 線。 
str_npc10_backstory_b|我 是 一 名 軍 士， 是 {s20}{s19}守 軍。 我 為 那 座 城 站 了 二 十 年 的 崗， 在 很 多 場 艱 難 的 戰 役 裡 打 過 許 多 硬 仗， 直 到 他 們 指 定 了 一 個 拖 著 鼻 涕 的， 嘴 上 沒 毛 的 年 輕 王 子， 剛 剛 離 開 他 娘 的 搖 籃， 就 做 了 守 軍 指 揮 官。 我 在 塔 頂 觀 察 的 時 候 他 來 臨 檢， 發 現 我 的 弩 弦 斷 了—— 在 那 樣 的 大 雨 裡， 你 知 道…… 沒 法 讓 弦 松 開…… 但 是 拖 著 鼻 涕 的 小 王 子 說 斷 了 弦 的 弩 是 我 的 失 職。 說 他 要 用 馬 鞭 打 我。 我 的 心 都 碎 了。 於 是 我 離 開 了 我 的 崗 位。 
str_npc11_backstory_b|三 十 年 來 我 跟 隨 著 這 片 大 陸 的 軍 隊， 向 他 們 出 售 食 物 和 飲 料， 看 他 們 玩 骰 子 游 戲 和 找 女 孩 子， 可 是 最 後 我 的 錢 包 裡 一 個 子 兒 也 沒 剩 下。 
str_npc12_backstory_b|我 被 培 養 成 為 一 名 自 然 科 學 家， 卻 在 我 的 學 院 被 嫉 妒 我 的 頭 腦 粗 俗 的 學 者 們 宣 告 有 罪， 讓 我 過 著 赤 腳 醫 生 的 生 活。 我 被 這 座 城 的 一 個 商 人 叫 去 治 他 的 兒 子， 他 從 他 的 陽 台 上 摔 下 來 後 陷 入 昏 迷。 我 成 功 地 打 開 病 人 的 頭 骨 來 消 除 頭 顱 血 腫， 但 是 那 家 人 忘 記 了 我 要 用 柳 樹 皮 做 成 的 藥 劑 來 治 療 隨 後 的 高 燒 的 建 議， 那 個 孩 子 就 死 了。 那 個 父 親， 不 為 我 的 努 力 付 給 我 報 酬， 卻 控 告 我 使 用 巫 術—— 我， 一 個 自 然 科 學 家！ 真 是 一 個 無 知 而 又 忘 恩 負 義 的 家 伙。 
str_npc13_backstory_b|我 是 一 名 職 業 戰 士。 不 過 你 也 許 曾 經 聽 說 過 我 作 為 詩 人 的 名 聲， 即 使 是 最 冷 冰 冰 的 少 女 也 會 為 我 而 陶 醉。 或 者 我 床 上 功 夫 王 的 名 氣， 這 一 點 我 得 承 認 要 對 我 的 技 術 保 持 適 當 的 謙 虛。 我 承 認 我 對 卡 拉 迪 亞 的 樸 素 情 感， 最 近 幾 年 我 訪 問 了 各 處 城 鎮， 城 堡， 和 村 莊， 充 分 發 揮 著 我 的 才 干。 
str_npc14_backstory_b|我 是 格 羅 尼 亞 伯 爵 的 次 子， 你 一 定 聽 說 過 他。 因 為 沒 有 任 何 繼 承 權， 我 到 卡 拉 迪 亞 這 裡 來 尋 求 我 的 未 來， 幫 別 人 訓 練 戰 斗 技 巧。 不 幸 地， {s20}的 領 主 們 對 於 把 烏 合 之 眾 訓 練 成 戰 士 所 必 需 的 訓 練 方 法 不 感 興 趣。 我 告 訴 他 現 在 應 該 嚴 格 訓 練 他 們， 否 則 以 後 就 得 埋 葬 他 們。 但 是 他 聽 不 進 去， 還 讓 我 走 人。 
str_npc15_backstory_b|{s20}{s19}的 城 堡 主 人 需 要 在 城 牆 上 樹 一 座 新 塔。 麻 煩 的 是， 在 我 完 成 技 術 支 持 之 前， 他 在 工 程 的 一 半 沒 了 現 金。 我 告 訴 過 他 會 倒 塌 的， 後 來 也 真 的 倒 塌 了。 不 幸 的 是 那 時 候 他 正 好 站 在 旁 邊。 新 的 城 堡 主 人 不 認 可 他 前 任 的 債 務 並 且 暗 示 如 果 我 說 出 去 就 以 謀 殺 罪 控 告 我。 
str_npc16_backstory_b|我 是 一 個 在 馬 勒 厄 格 堡 長 大 的 奴 僕， 在 廚 房 幫 我 母 親 打 雜。 我 喜 歡 在 食 物 儲 藏 室 和 餐 具 儲 藏 室 裡 捕 殺 老 鼠。 我 非 常 擅 長 那 個 以 至 於 城 堡 裡 的 貓 都 沒 事 可 干， 而 最 後 那 個 領 主 認 識 到 我 也 許 能 勝 任 更 大 的 捕 捉 活 動， 某 種 最 好 別 說 出 來 的 行 動。 不 必 說， 我 抓 住 了 很 多 有 利 的 機 會 從 我 領 主 的 敵 人 那 裡 得 到 了 我 喜 歡 的 小 飾 品。 於 是 我 就 能 贖 出 了 我 自 己， 作 為 一 個 自 由 人 出 來 找 份 活 干。 我 的 最 後 一 份 工 作 是 在 {s20}{s19}做 的。 
