str_no_string|NO STRING! 
str_retirement_text_7|作 为 一 个 有 封 地 的 贵 族， 不 管 封 地 有 多 小， 你 的 未 来 也 差 不 多 可 以 确 定 了。 你 迁 入 了 你 的 领 地 {s7}， 主 宰 着 村 庄 和 农 田， 支 配 着 地 方 法 院 并 且 向 你 的 君 主 履 行 着 你 的 义 务。 有 时 候 你 的 君 主 召 集 你 并 且 在 他 的 战 役 中 听 命， 但 是 这 些 日 常 工 作 还 是 简 单 的， 而 你 再 也 没 有 真 正 回 到 你 年 轻 时 候 的 冒 险 经 历。 你 已 经 置 下 大 笔 财 富。 因 为 拥 有 自 己 的 领 主 大 厅 和 领 地， 除 了 你 健 康 的 体 魄 和 自 己 的 领 地 所 能 给 予 给 你 的 以 外， 你 也 没 有 别 的 奢 求 了。 
str_retirement_text_8|毫 无 疑 问， 你 为 你 自 己 做 的 非 常 好。 你 广 阔 的 领 地 和 积 累 的 财 富 足 够 保 证 你 在 余 下 的 日 子 里 过 着 富 足 而 省 心 的 生 活。 退 休 在 你 的 封 地 {s8}， 你 改 变 你 的 冒 险 生 涯 而 转 向 政 治， 很 快 你 就 在 你 君 主 的 王 国 里 面 建 立 了 自 己 相 当 可 观 的 权 威。 随 着 自 己 的 兴 趣 爱 好 忙 碌， 在 自 己 的 林 地 里 打 猎， 在 领 主 大 厅 里 大 摆 宴 席， 以 及 吹 嘘 着 上 百 个 耐 听 的 战 争 事 迹， 你 无 忧 无 虑 地 让 剩 余 的 每 一 年 都 过 的 有 滋 有 味。 
str_retirement_text_9|作 为 你 得 力 和 忠 心 服 务 的 回 报， 你 的 君 主 宣 布 你 被 授 予 一 个 世 袭 的 头 衔， 加 入 了 士 族 最 显 赫 的 贵 族 圈。 很 快 你 完 成 了 作 为 {s7}男 爵 的 授 勋 仪 式， 并 且 你 成 为 了 你 君 主 的 近 臣 和 副 手 之 一。 你 蕴 藏 的 声 望 给 予 了 你 很 多 无 形 的 影 响 力 进 而 成 为 你 公 开 的 政 治 能 力。 现 在 你 在 权 力 游 戏 之 中 消 磨 时 光， 管 理 着 你 巨 大 的 封 地， 并 且 叙 述 着 当 年 的 冒 险 与 光 荣。 
str_retirement_text_10|尽 管 你 出 身 卑 微， 你 的 君 主 却 对 你 尊 重 有 加， 当 他 赐 予 你 {s9}城 的 {伯 爵/女 伯 爵} 世 袭 头 衔 的 时 候 在 当 地 士 族 中 引 起 了 轩 然 大 波。 巨 大 的 封 地 和 财 富 现 在 供 你 支 配。 你 很 快 成 为 了 你 的 君 主 最 信 任 的 谋 臣， 几 乎 和 他 平 起 平 坐 并 且 处 理 他 领 土 的 大 部 分 事 务， 而 且 作 为 卡 拉 迪 亚 大 陆 最 有 权 势 的 角 色 你 在 你 那 光 彩 夺 目 的 宫 殿 里 安 放 了 一 个 与 之 相 配 的 王 座。 
str_loot_village|攻 击 无 辜 的 村 民 
str_steal_from_villagers|偷 窃 贫 穷 村 民 的 东 西 
str_rob_caravan|抢 夺 商 队 
str_sell_slavery|买 卖 人 口 
str_men_hungry|部 队 缺 少 食 物 
str_men_unpaid|不 够 支 付 薪 水 给 部 队 
str_excessive_casualties|让 每 场 战 斗 在 我 方 来 说 只 是 用 敌 人 鲜 血 洗 澡 
str_surrender|投 降 
str_flee_battle|逃 跑 
str_pay_bandits|缴 过 路 费 
str_fail_quest|一 个 以 荣 誉 担 保 的 任 务 失 败 了 
str_squander_money|托 管 的 钱 被 浪 费 了 
str_murder_merchant|我 们 将 自 己 陷 于 冷 血 的 谋 杀 
str_round_up_serfs|代 表 贵 族 围 捕 奴 隶 
str_battle_fate_1|战 斗 最 激 烈 的 时 刻 我 们 分 散 了 
str_battle_fate_2|我 受 了 重 伤， 躺 着 等 死 
str_battle_fate_3|我 被 击 昏 了 
str_battle_fate_4|我 被 俘 虏 并 悬 出 赎 金 
str_battle_fate_5|我 被 俘 虏， 不 久 找 了 个 机 会 逃 跑 了 
str_npc_morale_report|我 {s6}你 选 择 的 同 伴， {s7}你 的 领 导 风 格， {s8}现 在 总 体 的 情 况 
str_happy|喜 欢 
str_content|满 足 于 
str_concerned|关 心 
str_not_happy|一 点 都 不 喜 欢 
str_miserable|特 别 害 怕 
str_morale_reg1|士 气： {reg1}
str_bar_enthusiastic|热 情 
str_bar_content|满 足 
str_bar_weary|厌 倦 
str_bar_disgruntled|不 满 
str_bar_miserable|害 怕 
str_here_plus_space|这 里 
str_npc1_intro|你 好， 朋 友。 帮 我 去 市 场 跟 踪 一 个 人， 有 没 有 可 能？ 
str_npc2_intro|你 好， 朋 友。 愿 意 和 我 一 起 喝 酒 吗？ 我 只 剩 最 后 5 个 第 纳 尔 了。 我 不 愿 意 自 己 喝。 
str_npc3_intro|祝 你 有 好 的 一 天！ 
str_npc4_intro|你 好， 朋 友。 我 叫 罗 尔 夫。 也 是 罗 尔 夫 的 儿 子， 属 于 古 老 而 强 盛 的 罗 尔 夫 家 族。 
str_npc5_intro|你 好， 朋 友。 愿 意 跟 我 喝 杯 酒 吗？ 
str_npc6_intro|我 真 失 败…… 真 迷 茫…… 
str_npc7_intro|嗯， 怎 么 了？ 顺 便 说 下， 离 我 远 点。 
str_npc8_intro|你 想 要 什 么？ 
str_npc9_intro|嘿， 那 边 的 {帅 哥/小 姐}。 能 否 赏 脸 买 杯 酒 给 我。 
str_npc10_intro|嘿， 你 好， {老 兄/大 姐}！ 为 那 些 出 身 高 贵 的 领 主 和 夫 人 们， 为 他 们 的 衰 败 和 堕 落 干 杯！ 
str_npc11_intro|嘿， {老 兄/大 姐}。 我 们 喝 一 杯。 
str_npc12_intro|你 好， 年 轻 人， 或 许 你 能 帮 到 我。 
str_npc13_intro|你 好， 朋 友。 我 是 尼 扎。 你 肯 定 听 说 过 我。 
str_npc14_intro|嗯？ 你 想 干 嘛？ 
str_npc15_intro|你 好， 朋 友。 你 在 将 来 一 段 时 间 会 去 城 里 一 趟 么？ 
str_npc16_intro|你 好。 从 你 的 样 子 来 看， 我 觉 得 你 会 在 不 久 之 后 参 加 某 种 战 斗。 你 是 碰 巧 出 来 寻 找 什 么 帮 助 的 吗？ 
str_npc1_intro_response_1|也 许 吧。 有 什 么 要 紧 事？ 
str_npc2_intro_response_1|你 的 最 后 5 个 第 纳 尔？ 你 怎 么 啦？ 
str_npc3_intro_response_1|你 好， 像 你 这 样 明 显 受 过 良 好 教 育 的 女 士， 怎 么 会 在 这 样 的 地 方 做 事？ 
str_npc4_intro_response_1|嗯， 不 过 我 从 来 没 听 说 过 什 么 罗 尔 夫 家 族。 
str_npc5_intro_response_1|这 是 当 然。 跟 谁 一 起 喝 酒 更 有 感 觉？ 
str_npc6_intro_response_1|我 的 朋 友， 什 么 事 情 让 你 沮 丧 至 此？ 
str_npc7_intro_response_1|我 很 抱 歉， 我 只 是 想 说 你 只 是 运 气 差 了 点。 
str_npc8_intro_response_1|仅 仅 是 为 消 磨 点 时 间， 女 士， 如 果 你 没 有 其 他 事 情 要 忙 的 话。 
str_npc9_intro_response_1|也 许 吧。 有 什 么 要 紧 事？ 
str_npc10_intro_response_1|为 什 么 你 那 样 说， 先 生？ 
str_npc11_intro_response_1|这 是 因 为 什 么？ 
str_npc12_intro_response_1|怎 么 了？ 
str_npc13_intro_response_1|嗯…… 我 不 这 么 想。 
str_npc14_intro_response_1|如 果 你 同 意 的 话， 我 想 跟 年 轻 人 一 起 消 磨 点 时 间。 
str_npc15_intro_response_1|是 的。 你 所 关 心 的 是 什 么， 我 可 以 问 问 吗？ 
str_npc16_intro_response_1|我 也 许 会。 那 你 的 故 事 呢？ 
str_npc1_intro_response_2|请 退 后， 先 生， 让 你 的 手 离 我 钱 包 远 一 点。 
str_npc2_intro_response_2|我 有 更 重 要 的 事 情 要 做。 
str_npc3_intro_response_2|走 开， 小 姑 娘。 我 还 有 些 事 情。 
str_npc4_intro_response_2|呃…… 不， 谢 谢， 我 们 什 么 都 不 要。 
str_npc5_intro_response_2|我 没 时 间 干 那 个。 
str_npc6_intro_response_2|毫 无 疑 问。 好 运 将 接 连 而 至。 
str_npc7_intro_response_2|好 吧， 我 再 也 不 会 麻 烦 你 了。 
str_npc8_intro_response_2|没 事， 我 只 是 没 心 情 开 玩 笑。 祝 你 好 运！ 
str_npc9_intro_response_2|你 自 己 喝 去 吧。 
str_npc10_intro_response_2|这 是 叛 国 者 的 言 辞， 我 不 想 再 听 到 这 些。 去 吧！ 
str_npc11_intro_response_2|我 想 不 会， 夫 人。 
str_npc12_intro_response_2|对 不 起， 我 还 有 些 要 紧 事 得 先 处 理。 
str_npc13_intro_response_2|不， 我 不 大 想 跟 你 这 样 的 人 交 朋 友。 
str_npc14_intro_response_2|没 事。 我 道 歉。 
str_npc15_intro_response_2|如 果 你 少 管 闲 事， 我 会 感 激 不 尽 的， 先 生。 
str_npc16_intro_response_2|少 管 闲 事， 小 姐。 
str_npc1_backstory_a|好 吧， {先 生/夫 人}， 这 是 个 很 长 的 故 事。 
str_npc2_backstory_a|这 是 一 个 悲 惨 的 故 事， 先 生。 
str_npc3_backstory_a|问 得 好， 我 会 告 诉 你 的！ 
str_npc4_backstory_a|这 样 啊？ 或 许 我 该 原 谅 你 的 无 知…… 我 们 祖 先 的 土 地 很 远 很 远， 在 群 山 的 那 一 边。 
str_npc5_backstory_a|我 是 贝 斯 图 尔， 阿 扎 贝 的 儿 子， 贝 达 赞 的 孙 子。 既 然 你 不 是 野 蛮 人， 你 将 有 很 可 能 知 道 我 的 家 系。 高 地 上 的 库 吉 特 民 族， 沙 米 尔 部 落， 都 兰 氏 族， 乌 贝 恩 家 族， 潘 塔 斯 的 山 谷。 你 也 许 猜 到 为 什 么 我 的 家 是 那 么 地 远。 
str_npc6_backstory_a|我 犯 了 个 可 怕 的 错 误。 如 果 你 不 介 意 做 我 的 忏 悔 牧 师， {先 生/夫 人}， 我 会 把 一 切 都 告 诉 你。 
str_npc7_backstory_a|我 幸 运？ 你 可 以 那 样 说。 
str_npc8_backstory_a|啊。 好 的， 如 果 你 一 定 要 知 道， 我 会 告 诉 你 的。 
str_npc9_backstory_a|致 上 我 最 卑 微 的 歉 意。 有 时 要 在 这 昏 暗 又 充 满 烟 尘 的 地 方 认 出 一 个 人 还 真 不 容 易。 我 到 现 在 都 不 能 相 信 自 己 竟 然 在 这 样 一 个 地 方 安 家 落 户。 
str_npc10_backstory_a|这 是 个 很 长 的 故 事， 但 是 你 能 喝 一 杯 的 话， 我 将 很 愿 意 谈 谈 它。 
str_npc11_backstory_a|我 终 于 卖 掉 了 我 那 些 坛 坛 罐 罐 和 马 车， 小 兄 弟， 将 来 的 很 长 一 段 时 间， 我 都 有 钱 可 花 了。 
str_npc12_backstory_a|我 会 讲 给 你 听 的—— 这 是 一 个 关 于 邪 恶 的 故 事。 我 事 先 警 告 你， 免 得 因 为 你 暴 躁 的 脾 气， 被 故 事 里 的 内 容 激 怒 而 做 出 什 么 可 怕 的 事 情。 
str_npc13_backstory_a|没 听 过？ 那 你 也 许 听 说 过 我 的 战 马， 像 一 束 月 光 那 样 穿 过 卡 拉 迪 亚 大 平 原。 或 者 我 的 长 剑， 擅 长 品 味 那 些 出 身 高 贵 的 王 子 们 的 鲜 血！ 
str_npc14_backstory_a|好 吧， 我 并 不 介 意。 我 的 名 字 是 雷 萨 里 特。 
str_npc15_backstory_a|我 是 个 工 程 师， 专 攻 防 御 建 筑。 不 管 你 想 拆 什 么 墙， 给 点 时 间 我 都 你 能 帮 你 办 到。 你 要 把 它 重 建 起 来， 我 也 可 以 办， 当 然 越 结 实 的 耗 费 越 多。 这 些 钱 是 不 能 省 的， 除 非 你 想 看 着 你 的 建 筑 在 你 脚 下 垮 掉—— 就 像 刚 才 这 些 人 看 到 的 那 样。 
str_npc16_backstory_a|好 吧 {先 生/夫 人}， 从 有 记 忆 以 来， 我 一 直 偏 好 特 别 漂 亮 的 东 西， 不 过 这 也 会 招 致 不 幸…… 
str_npc1_backstory_b|我 只 是 被 {s19}误 解 了， 在 {s20}我 看 到 一 匹 马 拴 在 酒 馆 外 面。 它 简 直 跟 我 前 几 天 丢 了 的 那 匹 马 一 模 一 样。 不 知 不 觉 地 我 就 去 解 了 马 缰 仔 细 看 个 究 竟。 不 过 他 真 是 别 人 的， 那 个 脸 皱 得 像 个 核 桃 的 老 头 子 完 全 不 接 受 我 的 解 释， 立 刻 把 卫 兵 找 过 来 了…… 
str_npc2_backstory_b|前 一 阵 子， 我 带 着 一 队 货 物 离 开 格 罗 尼 亚。 我 本 想 在 萨 哥 斯 卖 个 好 价 钱。 谁 会 想 到 我 们 被 一 伙 库 吉 特 杂 种 抢 了。 更 遭 的 是， 两 天 后， 我 的 商 队 护 卫 卷 着 剩 下 的 货 物 逃 跑 了。 
str_npc3_backstory_b|我 的 父 亲， {s20}{s19}的 一 名 有 名 的 商 人， 认 为 我 应 该 嫁 给 他 的 一 个 生 意 合 伙 人， 一 个 快 三 十 岁 的 男 人。 我 一 直 都 是 一 个 孝 顺 女 儿， 但 这 是 一 个 荒 唐 令 人 讨 厌 的 主 张。 所 以 我 逃 走 了！ 
str_npc4_backstory_b|就 像 我 家 里 的 所 有 男 性， 我 来 到 了 家 乡 以 外 的 大 陆 用 我 自 己 的 能 力 来 扬 名 立 万， 然 后 再 回 家 接 管 家 族 的 财 产。 不 幸 的 是， 这 片 大 陆 并 不 尚 武， 把 我 当 作 强 盗 和 土 匪， 还 悬 赏 我 的 脑 袋—— 这 对 一 个 冒 险 的 人 士 是 非 常 不 公 平 的 诽 谤， 你 也 一 定 会 赞 同。 
str_npc5_backstory_b|在 每 个 人 都 还 记 得 的 岁 月 里， 我 们 的 人 就 和 定 居 在 另 一 个 山 谷 的 胡 穆 羊 部 落 有 冲 突。 双 方 都 有 很 多 人 死 于 这 场 冲 突， 包 括 我 的 两 个 兄 弟。 可 汗 亲 自 命 令 我 们 终 止 冲 突， 为 卡 拉 迪 亚 的 战 事 节 约 人 力。 但 是 我 知 道 自 己 的 要 求， 我 要 为 我 的 兄 弟 们 报 仇 雪 恨。 我 埋 伏 并 杀 死 了 一 个 路 过 山 上 的 胡 穆 羊 人， 我 那 天 晚 上 骑 马 离 开 了 我 的 村 子， 甚 至 都 没 来 得 及 告 别 我 的 父 亲。 我 将 待 在 卡 拉 迪 亚， 过 上 一 两 年， 等 到 可 汗 的 人 忘 记 了 这 事 再 回 家。 当 然， 胡 穆 羊 是 不 会 忘 记 的， 但 这 就 是 我 荣 誉 的 代 价。 
str_npc6_backstory_b|我 是 {s20}{s19}的 领 主 的 骑 兵 军 官， 我 的 兄 弟 也 和 我 一 起 服 役。 但 是 我 们 都 爱 上 了 同 一 个 女 人， 一 个 交 际 花—— 一 个 荡 妇， 她 玩 弄 着 我 们 之 间 的 嫉 妒！ 我 的 兄 弟 和 我 反 目。 我 有 次 喝 多 了。 他 用 他 的 手 套 扇 我， 而 我 向 他 拔 出 了 我 的 剑…… 我 的 亲 兄 弟！ 我 的 剑 沾 上 了 我 亲 人 的 血！ 
str_npc7_backstory_b|我 真 不 幸 养 我 的 是 个 软 弱 的 父 亲， 他 把 我 嫁 给 了 一 个 会 打 我 的 酒 鬼、 懒 人。 我 真 不 幸， 当 我 逃 离 了 我 的 丈 夫， 却 加 入 了 一 群 强 盗。  不 幸 的 是 他 们 当 中 唯 一 一 个 对 我 好 的， 教 了 我 打 猎 和 格 斗， 却 被 其 他 人 嫉 妒， 杀 死 了 他 又 把 我 赶 走 了。 
str_npc8_backstory_b|我 来 自 于 北 方 大 陆 的 一 个 传 统 家 庭， 一 个 乡 绅 的 女 儿 并 且 也 是 一 个 乡 绅 的 妻 子。 我 曾 和 我 的 丈 夫 一 同 在 战 场 上 出 生 入 死， 平 时 也 是 他 事 业 上 的 伙 伴。 但 是 我 的 丈 夫 死 于 一 场 瘟 疫， 而 那 时 我 还 没 有 孩 子。 在 缺 少 继 承 人 的 情 况 下， 我 的 丈 夫 宣 布 我 将 继 承 他 的 领 地。 我 的 姐 夫， 该 诅 咒 的， 说 按 照 习 俗 女 人 不 应 继 承 乡 绅 的 身 份。 那 是 胡 说， 但 是 他 用 钱 买 通 了 足 够 多 的 我 丈 夫 的 那 些 背 信 弃 义 的 仆 人 来 让 他 取 代 我 的 地 位。 于 是 我 逃 走 了， 我 有 所 为， 有 所 不 为。 
str_npc9_backstory_b|我 是 我 父 亲 的 长 子， 也 是 他 的 继 承 者。 可 是 我 的 母 亲 去 世， 而 我 的 父 亲 再 婚 了。 他 的 新 妻 子 认 为 她 的 儿 子 应 该 有 继 承 权。 她 不 能 以 公 开 行 动 反 对 我， 但 是 有 一 天 我 喂 了 一 罐 板 油 给 我 的 猎 犬， 它 就 死 了。 我 控 告 我 的 继 母， 可 是 我 那 个 被 她 迷 倒 了 的 父 亲， 不 肯 相 信 我， 还 命 令 我 离 开 他 的 视 线。 
str_npc10_backstory_b|我 是 一 名 军 士， 是 {s20}{s19}守 军。 我 为 那 座 城 站 了 二 十 年 的 岗， 在 很 多 场 艰 难 的 战 役 里 打 过 许 多 硬 仗， 直 到 他 们 指 定 了 一 个 拖 着 鼻 涕 的， 嘴 上 没 毛 的 年 轻 王 子， 刚 刚 离 开 他 娘 的 摇 篮， 就 做 了 守 军 指 挥 官。 我 在 塔 顶 观 察 的 时 候 他 来 临 检， 发 现 我 的 弩 弦 断 了—— 在 那 样 的 大 雨 里， 你 知 道…… 没 法 让 弦 松 开…… 但 是 拖 着 鼻 涕 的 小 王 子 说 断 了 弦 的 弩 是 我 的 失 职。 说 他 要 用 马 鞭 打 我。 我 的 心 都 碎 了。 于 是 我 离 开 了 我 的 岗 位。 
str_npc11_backstory_b|三 十 年 来 我 跟 随 着 这 片 大 陆 的 军 队， 向 他 们 出 售 食 物 和 饮 料， 看 他 们 玩 骰 子 游 戏 和 找 女 孩 子， 可 是 最 后 我 的 钱 包 里 一 个 子 儿 也 没 剩 下。 
str_npc12_backstory_b|我 被 培 养 成 为 一 名 自 然 科 学 家， 却 在 我 的 学 院 被 嫉 妒 我 的 头 脑 粗 俗 的 学 者 们 宣 告 有 罪， 让 我 过 着 赤 脚 医 生 的 生 活。 我 被 这 座 城 的 一 个 商 人 叫 去 治 他 的 儿 子， 他 从 他 的 阳 台 上 摔 下 来 后 陷 入 昏 迷。 我 成 功 地 打 开 病 人 的 头 骨 来 消 除 头 颅 血 肿， 但 是 那 家 人 忘 记 了 我 要 用 柳 树 皮 做 成 的 药 剂 来 治 疗 随 后 的 高 烧 的 建 议， 那 个 孩 子 就 死 了。 那 个 父 亲， 不 为 我 的 努 力 付 给 我 报 酬， 却 控 告 我 使 用 巫 术—— 我， 一 个 自 然 科 学 家！ 真 是 一 个 无 知 而 又 忘 恩 负 义 的 家 伙。 
str_npc13_backstory_b|我 是 一 名 职 业 战 士。 不 过 你 也 许 曾 经 听 说 过 我 作 为 诗 人 的 名 声， 即 使 是 最 冷 冰 冰 的 少 女 也 会 为 我 而 陶 醉。 或 者 我 床 上 功 夫 王 的 名 气， 这 一 点 我 得 承 认 要 对 我 的 技 术 保 持 适 当 的 谦 虚。 我 承 认 我 对 卡 拉 迪 亚 的 朴 素 情 感， 最 近 几 年 我 访 问 了 各 处 城 镇， 城 堡， 和 村 庄， 充 分 发 挥 着 我 的 才 干。 
str_npc14_backstory_b|我 是 格 罗 尼 亚 伯 爵 的 次 子， 你 一 定 听 说 过 他。 因 为 没 有 任 何 继 承 权， 我 到 卡 拉 迪 亚 这 里 来 寻 求 我 的 未 来， 帮 别 人 训 练 战 斗 技 巧。 不 幸 地， {s20}的 领 主 们 对 于 把 乌 合 之 众 训 练 成 战 士 所 必 需 的 训 练 方 法 不 感 兴 趣。 我 告 诉 他 现 在 应 该 严 格 训 练 他 们， 否 则 以 后 就 得 埋 葬 他 们。 但 是 他 听 不 进 去， 还 让 我 走 人。 
str_npc15_backstory_b|{s20}{s19}的 城 堡 主 人 需 要 在 城 墙 上 树 一 座 新 塔。 麻 烦 的 是， 在 我 完 成 技 术 支 持 之 前， 他 在 工 程 的 一 半 没 了 现 金。 我 告 诉 过 他 会 倒 塌 的， 后 来 也 真 的 倒 塌 了。 不 幸 的 是 那 时 候 他 正 好 站 在 旁 边。 新 的 城 堡 主 人 不 认 可 他 前 任 的 债 务 并 且 暗 示 如 果 我 说 出 去 就 以 谋 杀 罪 控 告 我。 
str_npc16_backstory_b|我 是 一 个 在 马 勒 厄 格 堡 长 大 的 奴 仆， 在 厨 房 帮 我 母 亲 打 杂。 我 喜 欢 在 食 物 储 藏 室 和 餐 具 储 藏 室 里 捕 杀 老 鼠。 我 非 常 擅 长 那 个 以 至 于 城 堡 里 的 猫 都 没 事 可 干， 而 最 后 那 个 领 主 认 识 到 我 也 许 能 胜 任 更 大 的 捕 捉 活 动， 某 种 最 好 别 说 出 来 的 行 动。 不 必 说， 我 抓 住 了 很 多 有 利 的 机 会 从 我 领 主 的 敌 人 那 里 得 到 了 我 喜 欢 的 小 饰 品。 于 是 我 就 能 赎 出 了 我 自 己， 作 为 一 个 自 由 人 出 来 找 份 活 干。 我 的 最 后 一 份 工 作 是 在 {s20}{s19}做 的。 
